zip,dollars,timestamp,date,city,state,latitude,longitude
27608,25,"",2014-07-03,Raleigh,NC,35.8077,-78.6463
94301,1000,"",2014-07-03,Palo Alto,CA,37.4443,-122.1497
55408,500,"",2014-07-03,Minneapolis,MN,44.9466,-93.2862
30318,25,"",2014-07-03,Atlanta,GA,33.7865,-84.4454
94115,25,"",2014-07-03,San Francisco,CA,37.7856,-122.4358
94110,25,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
98683,100,"",2014-07-03,Vancouver,WA,45.6032,-122.5133
12208,100,"",2014-07-03,Albany,NY,42.656,-73.7964
87106,50,"",2014-07-03,Albuquerque,NM,35.079,-106.6169
85539,100,"",2014-07-03,Miami,AZ,33.4319,-110.8812
33180,100,"",2014-07-03,Aventura,FL,25.9597,-80.1403
94062,50,"",2014-07-03,Redwood City,CA,37.4245,-122.296
50010,25,"",2014-07-03,Ames,IA,42.0379,-93.6003
80516,250,"",2014-07-03,Erie,CO,40.0597,-105.0686
20008,100,"",2014-07-03,Washington,DC,38.9363,-77.0599
77075,5,"",2014-07-03,Houston,TX,29.6223,-95.26
94062,10,"",2014-07-03,Redwood City,CA,37.4245,-122.296
94110,500,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
37221,10,"",2014-07-03,Nashville,TN,36.0662,-86.9639
97211,10,"",2014-07-03,Portland,OR,45.5653,-122.6448
20008,50,"",2014-07-03,Washington,DC,38.9363,-77.0599
94158,25,"",2014-07-03,San Francisco,CA,37.7694,-122.3867
94108,100,"",2014-07-03,San Francisco,CA,37.7929,-122.4079
98112,100,"",2014-07-03,Seattle,WA,47.6301,-122.2972
97225,25,"",2014-07-03,Portland,OR,45.4985,-122.7787
95618,10,"",2014-07-03,Davis,CA,38.5462,-121.6676
94805,20,"",2014-07-03,Richmond,CA,37.9417,-122.3238
95519,50,"",2014-07-03,McKinleyville,CA,40.9465,-124.0834
94110,50,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
94703,25,"",2014-07-03,Berkeley,CA,37.863,-122.2749
98926,25,"",2014-07-03,Ellensburg,WA,46.9996,-120.5163
95116,25,"",2014-07-03,San Jose,CA,37.3518,-121.8508
94607,1000,"",2014-07-03,Oakland,CA,37.8071,-122.2851
11205,250,"",2014-07-03,Brooklyn,NY,40.6924,-73.9666
02915,25,"",2014-07-03,Riverside,RI,41.7723,-71.3542
95051,50,"",2014-07-03,Santa Clara,CA,37.3483,-121.9844
92121,50,"",2014-07-03,SAN DIEGO,CA,32.8919,-117.2035
"",100,"",2014-07-03,Tucson,AZ,,
43202,25,"",2014-07-03,Columbus,OH,40.0201,-83.0118
90405,25,"",2014-07-03,Santa Monica,CA,34.01,-118.4717
60091,250,"",2014-07-03,Wilmette,IL,42.0765,-87.7246
94121,100,"",2014-07-03,San Francisco,CA,37.7786,-122.4892
98102,25,"",2014-07-03,Seattle,WA,47.6302,-122.321
11216,10,"",2014-07-03,Brooklyn,NY,40.6794,-73.9496
90012,25,"",2014-07-03,Los Angeles,CA,34.0614,-118.2385
02215,50,"",2014-07-03,Boston,MA,42.3471,-71.1027
71115,50,"",2014-07-03,Shreveport,LA,32.3401,-93.6092
12180,25,"",2014-07-03,Troy,NY,42.7287,-73.6683
94595,25,"",2014-07-03,Walnut Creek,CA,37.8753,-122.0703
61611,20,"",2014-07-03,East Peoria,IL,40.6731,-89.5514
66227,50,"",2014-07-03,Shawnee,KS,38.9747,-94.8681
48114,10,"",2014-07-03,Brighton,MI,42.57,-83.7484
78758,100,"",2014-07-03,Austin,TX,30.3764,-97.7078
80012,100,"",2014-07-03,Aurora,CO,39.6987,-104.8377
65203,50,"",2014-07-03,Columbia,MO,38.9348,-92.3639
18902,25,"",2014-07-03,Doylestown,PA,40.3477,-75.0968
94117,10,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
32951,25,"",2014-07-03,Melbourne Beach,FL,28.0219,-80.5389
68154,100,"",2014-07-03,Omaha,NE,41.2642,-96.1206
32205,25,"",2014-07-03,Jacksonville,FL,30.3172,-81.722
94965,50,"",2014-07-03,Sausalito,CA,37.8601,-122.4946
97212,10,"",2014-07-03,Portland,OR,45.5441,-122.6423
13820,100,"",2014-07-03,Oneonta,NY,42.4625,-75.0491
53711,50,"",2014-07-03,Madison,WI,43.0356,-89.4526
78217,50,"",2014-07-03,San Antonio,TX,29.5395,-98.4194
93105,100,"",2014-07-03,Santa Barbara,CA,34.4369,-119.7285
68504,25,"",2014-07-03,Lincoln,NE,40.8392,-96.6532
47401,500,"",2014-07-03,Bloomington,IN,39.1401,-86.5083
66218,100,"",2014-07-03,Shawnee Mission,KS,39.014,-94.8108
94110,50,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
93105,100,"",2014-07-03,Santa Barbara,CA,34.4369,-119.7285
80215,100,"",2014-07-03,Wheat Ridge,CO,39.7435,-105.1009
94301,250,"",2014-07-03,Palo Alto,CA,37.4443,-122.1497
47401,10,"",2014-07-03,Bloomington,IN,39.1401,-86.5083
94110,10,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
92126,25,"",2014-07-03,San Diego,CA,32.9161,-117.1402
78230,10,"",2014-07-03,San Antonio,TX,29.5407,-98.5521
94706,25,"",2014-07-03,Albany,CA,37.89,-122.2954
29745,10,"",2014-07-03,York,SC,34.9947,-81.2245
36116,20,"",2014-07-03,Montgomery,AL,32.3129,-86.2421
90046,50,"",2014-07-03,West Hollywood,CA,34.1074,-118.3652
60618,100,"",2014-07-03,Chicago,IL,41.9464,-87.7042
20009,17,"",2014-07-03,Washington,DC,38.9202,-77.0375
94114,1,"",2014-07-03,San Francisco,CA,37.7587,-122.433
34212,25,"",2014-07-03,Bradenton,FL,27.4978,-82.4101
20878,100,"",2014-07-03,NORTH POTOMAC,MD,39.1125,-77.2515
19001,25,"",2014-07-03,Abington,PA,40.1238,-75.1148
61554,100,"",2014-07-03,Pekin,IL,40.5674,-89.6243
60642,25,"",2014-07-03,Chicago,IL,41.9008,-87.6528
98029,25,"",2014-07-03,Issaquah,WA,47.5585,-122.0055
83706,25,"",2014-07-03,Boise,ID,43.5885,-116.191
94114,1,"",2014-07-03,San Francisco,CA,37.7587,-122.433
94901,25,"",2014-07-03,San Rafael,CA,37.9691,-122.5105
94025,100,"",2014-07-03,Menlo Park,CA,37.4396,-122.1864
60302,25,"",2014-07-03,Oak Park,IL,41.8925,-87.7895
91436,25,"",2014-07-03,Encino,CA,34.151,-118.4882
92126,25,"",2014-07-03,San Diego,CA,32.9161,-117.1402
70517,50,"",2014-07-03,Breaux Bridge,LA,30.2948,-91.8296
75023,100,"",2014-07-03,Plano,TX,33.055,-96.7365
59840,50,"",2014-07-03,Hamilton,MT,46.2395,-114.1679
27518,8333,"",2014-07-03,Cary,NC,35.7299,-78.7735
29204,25,"",2014-07-03,Columbia,SC,34.026,-81.0046
75703,10,"",2014-07-03,Tyler,TX,32.2768,-95.3031
06801,50,"",2014-07-03,Bethel,CT,41.3813,-73.4008
92126,100,"",2014-07-03,San Diego,CA,32.9161,-117.1402
80301,100,"",2014-07-03,Boulder,CO,40.0497,-105.2143
45231,5,"",2014-07-03,Cincinnati,OH,39.2418,-84.5437
87505,900,"",2014-07-03,Santa Fe,NM,35.6219,-105.8688
94110,10,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
48316,10,"",2014-07-03,Shelby Twp,MI,42.6885,-83.0548
81601,50,"",2014-07-03,Glenwood Springs,CO,39.5296,-107.3252
95030,50,"",2014-07-03,los gatos,CA,37.2296,-121.9834
27606,50,"",2014-07-03,Raleigh,NC,35.7645,-78.7112
22003,25,"",2014-07-03,Annandale,VA,38.8307,-77.2142
94109,25,"",2014-07-03,San Francisco,CA,37.7917,-122.4186
14612,5,"",2014-07-03,Rochester,NY,43.2566,-77.6652
07666,50,"",2014-07-03,Teaneck,NJ,40.8915,-74.0119
93405,25,"",2014-07-03,San Luis Obispo,CA,35.2901,-120.6817
98407,25,"",2014-07-03,Tacoma,WA,47.2825,-122.5039
20910,25,"",2014-07-03,Silver Spring,MD,38.9982,-77.0338
39564,100,"",2014-07-03,Ocean Springs,MS,30.4404,-88.7801
80916,100,"",2014-07-03,Colorado Springs,CO,38.8076,-104.7403
10514,50,"",2014-07-03,Chappaqua,NY,41.1705,-73.7715
66604,25,"",2014-07-03,Topeka,KS,39.0405,-95.7178
98026,250,"",2014-07-03,Edmonds,WA,47.8353,-122.327
95616,25,"",2014-07-03,Davis,CA,38.5538,-121.7418
06417,25,"",2014-07-03,Deep River,CT,41.3765,-72.4486
91364,50,"",2014-07-03,Woodland Hills,CA,34.1557,-118.6
55408,10,"",2014-07-03,Minneapolis,MN,44.9466,-93.2862
60040,100,"",2014-07-03,Highwood,IL,42.2035,-87.8141
40475,10,"",2014-07-03,Richmond,KY,37.7546,-84.2955
93401,10,"",2014-07-03,San Luis Obispo,CA,35.2635,-120.6509
44060,10,"",2014-07-03,Mentor,OH,41.6895,-81.3421
75142,100,"",2014-07-03,Kaufman,TX,32.546,-96.2852
33432,50,"",2014-07-03,Boca Raton,FL,26.3462,-80.0844
02143,25,"",2014-07-03,Somerville,MA,42.3829,-71.1028
90278,25,"",2014-07-03,Redondo Beach,CA,33.8707,-118.3715
94709,50,"",2014-07-03,Berkeley,CA,37.8784,-122.2655
27932,10,"",2014-07-03,Edenton,NC,36.0908,-76.6224
90026,250,"",2014-07-03,Los Angeles,CA,34.0766,-118.2646
98052,50,"",2014-07-03,Redmond,WA,47.6718,-122.1232
15222,50,"",2014-07-03,Pittsburgh,PA,40.4477,-79.9933
94608,1000,"",2014-07-03,Emeryville,CA,37.8365,-122.2804
98340,10,"",2014-07-03,Hansville,WA,47.9061,-122.5655
94117,100,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
60091,25,"",2014-07-03,Wilmette,IL,42.0765,-87.7246
20007,25,"",2014-07-03,Washington,DC,38.9144,-77.074
40502,50,"",2014-07-03,Lexington,KY,38.0174,-84.4854
70115,10,"",2014-07-03,New Orleans,LA,29.9289,-90.1005
94303,25,"",2014-07-03,East Palo Alto,CA,37.4673,-122.1388
91801,100,"",2014-07-03,Alhambra,CA,34.0914,-118.1293
94118,10,"",2014-07-03,San Francisco,CA,37.7812,-122.4614
"",10,"",2014-07-03,Cambridge,Cambridgeshire,,
60641,10,"",2014-07-03,Chicago,IL,41.9453,-87.7474
08085,25,"",2014-07-03,Swedesboro,NJ,39.7529,-75.3362
21401,15,"",2014-07-03,Annapolis,MD,38.9898,-76.5501
33917,5,"",2014-07-03,North Fort Myers,FL,26.7357,-81.8435
93420,10,"",2014-07-03,Arroyo Grande,CA,35.1661,-120.4651
70737,100,"",2014-07-03,Gonzales,LA,30.2473,-90.918
45678,2,"",2014-07-03,fds,AL,38.594,-82.3967
94070,100,"",2014-07-03,San Carlos,CA,37.4969,-122.2674
95340,5,"",2014-07-03,Merced,CA,37.2983,-120.4649
90814,10,"",2014-07-03,Long Beach,CA,33.7716,-118.148
95448,50,"",2014-07-03,Healdsburg,CA,38.6184,-122.862
02494,100,"",2014-07-03,Needham,MA,42.2997,-71.2321
94928,25,"",2014-07-03,Rohnert Park,CA,38.347,-122.6941
07045,25,"",2014-07-03,Montville,NJ,40.9049,-74.3646
22901,10,"",2014-07-03,Charlottesville,VA,38.0936,-78.5611
94610,50,"",2014-07-03,Oakland,CA,37.8126,-122.2443
76092,50,"",2014-07-03,Southlake,TX,32.9485,-97.1524
04358,5,"",2014-07-03,South China,ME,44.3953,-69.5804
27539,25,"",2014-07-03,Apex,NC,35.7225,-78.8408
94110,100,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
80206,50,"",2014-07-03,Denver,CO,39.7331,-104.9524
94114,100,"",2014-07-03,San Francisco,CA,37.7587,-122.433
91724,10,"",2014-07-03,Covina,CA,34.0938,-117.856
94085,500,"",2014-07-03,Sunnyvale,CA,37.3886,-122.0177
94103,25,"",2014-07-03,San Francisco,CA,37.7725,-122.4147
98028,25,"",2014-07-03,Kenmore,WA,47.7542,-122.2475
98227,150,"",2014-07-03,Bellingham,WA,48.8148,-121.9885
14852,100,"",2014-07-03,Ithaca,NY,42.4451,-76.4672
20001,10,"",2014-07-03,Washington,DC,38.9122,-77.0177
16804,100,"",2014-07-03,State College,PA,40.9722,-77.7602
94301,100,"",2014-07-03,PALO ALTO,CA,37.4443,-122.1497
85726,5,"",2014-07-03,Tucson,AZ,32.2027,-110.9453
10003,25,"",2014-07-03,New York City,NY,40.7313,-73.9892
86336,100,"",2014-07-03,Sedona,AZ,34.8266,-111.7506
85718,250,"",2014-07-03,Tucson,AZ,32.3112,-110.9179
59801,50,"",2014-07-03,Missoula,MT,46.8563,-114.0252
98121,100,"",2014-07-03,Seattle,WA,47.6151,-122.3447
94117,25,"",2014-07-03,SAN FRANCISCO,CA,37.7712,-122.4413
98115,100,"",2014-07-03,Seattle,WA,47.6849,-122.2968
11030,100,"",2014-07-03,Manhasset,NY,40.7934,-73.6888
98104,250,"",2014-07-03,Seattle,WA,47.6036,-122.3256
37830,50,"",2014-07-03,Oak Ridge,TN,36.0159,-84.2623
60647,50,"",2014-07-03,Chicago,IL,41.9209,-87.7043
11217,250,"",2014-07-03,Brooklyn,NY,40.6816,-73.9798
04107,100,"",2014-07-03,Cape Elizabeth,ME,43.6017,-70.2301
94523,50,"",2014-07-03,Pleasant Hill,CA,37.954,-122.0737
15221,10,"",2014-07-03,pittsburgh,PA,40.4346,-79.8655
80504,100,"",2014-07-03,Longmont,CO,40.1306,-104.9504
94117,25,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
94303,100,"",2014-07-03,Palo Alto,CA,37.4673,-122.1388
94043,1000,"",2014-07-03,Mountain View,CA,37.4056,-122.0775
40503,50,"",2014-07-03,Lexington,KY,38.001,-84.5282
91364,25,"",2014-07-03,Woodland Hills,CA,34.1557,-118.6
11211,5,"",2014-07-03,Brooklyn,NY,40.7095,-73.9563
01810,25,"",2014-07-03,Andover,MA,42.6496,-71.1565
94609,25,"",2014-07-03,Oakland,CA,37.8361,-122.2637
96816,10,"",2014-07-03,Honolulu,HI,21.2887,-157.8006
33870,10,"",2014-07-03,Sebring,FL,27.4924,-81.4357
91436,10,"",2014-07-03,Encino,CA,34.151,-118.4882
21224,100,"",2014-07-03,Baltimore,MD,39.2876,-76.5568
25649,250,"",2014-07-03,Verdunville,WV,37.8891,-82.0488
94110,50,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
66049,50,"",2014-07-03,Lawrence,KS,38.9704,-95.2769
06902,10,"",2014-07-03,Stamford,CT,41.0602,-73.5445
94705,100,"",2014-07-03,Berkeley,CA,37.8571,-122.25
19096,250,"",2014-07-03,Wynnewood,PA,40,-75.276
95340,5,"",2014-07-03,Merced,CA,37.2983,-120.4649
89403,10,"",2014-07-03,Dayton,NV,39.2806,-119.5287
94131,50,"",2014-07-03,San Francisco,CA,37.745,-122.4383
19143,25,"",2014-07-03,Philadelphia,PA,39.9448,-75.2288
73044,10,"",2014-07-03,Guthrie,OK,35.833,-97.436
55902,50,"",2014-07-03,Rochester,MN,44.0032,-92.4835
12009,25,"",2014-07-03,Altamont,NY,42.7063,-74.0193
78757,20,"",2014-07-03,Austin,TX,30.3437,-97.7316
45431,100,"",2014-07-03,Beavercreek,OH,39.7574,-84.0569
75023,100,"",2014-07-03,Plano,TX,33.055,-96.7365
98664,25,"",2014-07-03,Vancouver,WA,45.6231,-122.5767
70115,100,"",2014-07-03,New Orleans,LA,29.9289,-90.1005
94117,10,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
94301,50,"",2014-07-03,Palo Alto,CA,37.4443,-122.1497
94110,50,"",2014-07-03,San Francisco,AL,37.7509,-122.4153
94043,50,"",2014-07-03,Mountain View,CA,37.4056,-122.0775
99709,100,"",2014-07-03,Fairbanks,AK,64.8544,-147.8469
55112,25,"",2014-07-03,Arden Hills,MN,45.0788,-93.1872
94122,100,"",2014-07-03,San Francisco,CA,37.7593,-122.4836
94107,100,"",2014-07-03,San Francisco,CA,37.7621,-122.3971
94131,25,"",2014-07-03,San Francisco,CA,37.745,-122.4383
27560,25,"",2014-07-03,Morrisville,NC,35.8344,-78.8466
94070,50,"",2014-07-03,San Carlos,CA,37.4969,-122.2674
11727,25,"",2014-07-03,Coram,NY,40.885,-73.0069
02806,50,"",2014-07-03,Barrington,RI,41.7443,-71.3175
94110,100,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
94109,25,"",2014-07-03,San Francisco,CA,37.7917,-122.4186
40601,10,"",2014-07-03,Frankfort,KY,38.2281,-84.8697
78726,100,"",2014-07-03,Austin,TX,30.43,-97.8326
02139,250,"",2014-07-03,Cambridge,MA,42.3647,-71.1042
63130,10,"",2014-07-03,"Saint Louis, MO",MO,38.6669,-90.3225
07834,25,"",2014-07-03,Denville,NJ,40.8897,-74.4844
55108,10,"",2014-07-03,St. Paul,MN,44.9806,-93.1771
94705,10,"",2014-07-03,"Berkeley, CA",CA,37.8571,-122.25
02124,100,"",2014-07-03,Boston,MA,42.2868,-71.071
19147,10,"",2014-07-03,Philadelphia,PA,39.9362,-75.1563
97403,100,"",2014-07-03,Eugene,OR,44.0385,-123.0614
93401,10,"",2014-07-03,San Luis Obispo,CA,35.2635,-120.6509
94080,40,"",2014-07-03,South San Francisco,CA,37.6574,-122.4235
91202,50,"",2014-07-03,Glendale,CA,34.1652,-118.2656
01720,100,"",2014-07-03,Acton,MA,42.4751,-71.4483
90291,250,"",2014-07-03,Los Angeles,CA,33.9938,-118.4635
93401,25,"",2014-07-03,San Luis Obispo,CA,35.2635,-120.6509
94118,100,"",2014-07-03,San Francsico,CA,37.7812,-122.4614
"",10,"",2014-07-03,London,Camden,,
98052,800,"",2014-07-03,Redmond,WA,47.6718,-122.1232
97211,50,"",2014-07-03,Portland,OR,45.5653,-122.6448
89502,25,"",2014-07-03,Reno,NV,39.4972,-119.7764
95341,25,"",2014-07-03,Merced,CA,37.2308,-120.5144
76825,25,"",2014-07-03,"Brady, TX",TX,31.1509,-99.3372
91202,100,"",2014-07-03,GLENDALE,CA,34.1652,-118.2656
20010,25,"",2014-07-03,Washington,DC,38.9327,-77.0322
97224,25,"",2014-07-03,Portland,OR,45.4094,-122.8014
98116,10,"",2014-07-03,Seattle,WA,47.5746,-122.3934
60093,100,"",2014-07-03,Winnetka,IL,42.1054,-87.7535
94607,25,"",2014-07-03,Oakland,CA,37.8071,-122.2851
94110,100,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
78418,100,"",2014-07-03,Corpus Christi,TX,27.6349,-97.3103
80305,100,"",2014-07-03,Boulder,CO,39.9807,-105.2531
10023,150,"",2014-07-03,New York City,NY,40.7764,-73.9827
97202,50,"",2014-07-03,Portland,DC,45.484,-122.6365
85050,10,"",2014-07-03,Phoenix,AZ,33.6863,-111.9963
15217,25,"",2014-07-03,Pittsburgh,PA,40.4308,-79.9205
90046,17,"",2014-07-03,Los Angeles,CA,34.1074,-118.3652
98122,50,"",2014-07-03,Seattle,WA,47.6116,-122.3056
19103,50,"",2014-07-03,Philadelphia,PA,39.9513,-75.1741
02840,10,"",2014-07-03,Newport,RI,41.4876,-71.3271
98004,250,"",2014-07-03,Bellevue,WA,47.6155,-122.2072
94114,100,"",2014-07-03,San Francisco,CA,37.7587,-122.433
17349,25,"",2014-07-03,New Freedom,PA,39.7423,-76.6841
53711,50,"",2014-07-03,Madison,WI,43.0356,-89.4526
94066,17,"",2014-07-03,San Bruno,CA,37.6247,-122.429
48328,100,"",2014-07-03,Waterford,MI,42.6429,-83.3546
55738,25,"",2014-07-03,Forbes,MN,47.2732,-92.6756
19104,25,"",2014-07-03,Philadelphia,PA,39.9597,-75.2024
53593,100,"",2014-07-03,Verona,WI,42.9999,-89.5522
21201,10,"",2014-07-03,Baltimore,MD,39.2946,-76.6252
66762,25,"",2014-07-03,Pittsburg,KS,37.3951,-94.7105
60608,50,"",2014-07-03,CHICAGO,IL,41.8515,-87.6694
55108,50,"",2014-07-03,Saint Paul,MN,44.9806,-93.1771
76123,100,"",2014-07-03,Fort Worth,TX,32.6254,-97.3658
08003,25,"",2014-07-03,Cherry Hill,NJ,39.8805,-74.9706
94103,100,"",2014-07-03,San Francisco,CA,37.7725,-122.4147
91773,50,"",2014-07-03,San Dimas,CA,34.1023,-117.8169
87508,25,"",2014-07-03,Santa Fe,NM,35.5335,-105.926
90027,25,"",2014-07-03,Los Angeles,CA,34.104,-118.2925
10023,50,"",2014-07-03,New York City,NY,40.7764,-73.9827
87123,25,"",2014-07-03,Albuquerque,NM,35.0717,-106.509
98102,25,"",2014-07-03,Seattle,WA,47.6302,-122.321
01742,500,"",2014-07-03,Concord,MA,42.4567,-71.3747
92010,25,"",2014-07-03,Carlsbad,CA,33.1639,-117.3009
05063,25,"",2014-07-03,Adelaide,SA,"",""
05401,100,"",2014-07-03,Burlington,VT,44.484,-73.2199
98201,250,"",2014-07-03,Everett,WA,47.9884,-122.2006
62034,10,"",2014-07-03,Glen Carbon,IL,38.7609,-89.9706
50314,10,"",2014-07-03,Des Moines,IA,41.603,-93.633
84057,10,"",2014-07-03,Orem,UT,40.3134,-111.6953
90405,25,"",2014-07-03,Santa Monica,CA,34.01,-118.4717
11963,25,"",2014-07-03,Sag Harbor,NY,40.982,-72.3067
94301,10,"",2014-07-03,Palo Alto,CA,37.4443,-122.1497
91360,100,"",2014-07-03,Thousand Oaks,CA,34.2092,-118.8739
94131,20,"",2014-07-03,San Francisco,CA,37.745,-122.4383
91362,50,"",2014-07-03,Thousand Oaks,CA,34.1948,-118.8232
75034,100,"",2014-07-03,Frisco,TX,33.1499,-96.8241
62034,25,"",2014-07-03,Glen Carbon,IL,38.7609,-89.9706
94610,50,"",2014-07-03,Oakland,CA,37.8126,-122.2443
95129,100,"",2014-07-03,San Jose,CA,37.3066,-122.0002
92101,500,"",2014-07-03,San Diego,CA,32.7185,-117.1593
36854,100,"",2014-07-03,Valley,AL,32.8113,-85.1749
98101,100,"",2014-07-03,Seattle,WA,47.6114,-122.3305
20841,100,"",2014-07-03,BOYDS,MD,39.21,-77.3167
11205,10,"",2014-07-03,Brooklyn,NY,40.6924,-73.9666
60640,100,"",2014-07-03,Chicago,IL,41.9719,-87.6624
61571,17,"",2014-07-03,Washington,IL,40.7034,-89.4194
94117,500,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
34668,100,"",2014-07-03,Port Richey,FL,28.3011,-82.6927
19335,10,"",2014-07-03,Downingtown,PA,40.0161,-75.7183
98101,100,"",2014-07-03,Seattle,WA,47.6114,-122.3305
05201,10,"",2014-07-03,Bennington,VT,42.8827,-73.1923
77023,10,"",2014-07-03,Houston,TX,29.7242,-95.3178
14606,25,"",2014-07-03,Rochester,NY,43.1685,-77.6845
80424,25,"",2014-07-03,Breckenridge,CO,39.4753,-106.0225
94530,10,"",2014-07-03,El Cerrito,CA,37.9156,-122.2985
27106,2,"",2014-07-03,Winston Salem,NC,36.1428,-80.3069
32771,50,"",2014-07-03,Sanford,FL,28.8013,-81.285
02140,10,"",2014-07-03,Cambridge,MA,42.3932,-71.1338
94110,100,"",2014-07-03,San Francisco,CA,37.7509,-122.4153
38103,50,"",2014-07-03,Memphis,TN,35.144,-90.048
94107,10,"",2014-07-03,San Francisco,CA,37.7621,-122.3971
94303,100,"",2014-07-03,Palo Alto,CA,37.4673,-122.1388
97201,5,"",2014-07-03,Portland,OR,45.5078,-122.6897
89109,250,"",2014-07-03,Las Vegas,NV,36.126,-115.1454
10016,100,"",2014-07-03,New York City,NY,40.7443,-73.9781
78741,10,"",2014-07-03,Austin,TX,30.2315,-97.7223
98121,10,"",2014-07-03,Seattle,WA,47.6151,-122.3447
11050,100,"",2014-07-03,Port Washington,NY,40.835,-73.6964
94608,50,"",2014-07-03,Emeryville,CA,37.8365,-122.2804
04102,100,"",2014-07-03,Portland,ME,43.6602,-70.2898
94109,50,"",2014-07-03,San Francisco,CA,37.7917,-122.4186
53711,100,"",2014-07-03,Madison,WI,43.0356,-89.4526
29250,25,"",2014-07-03,Columbia,SC,34.006,-80.9708
10065,50,"",2014-07-03,New York City,NY,40.7651,-73.9638
80621,25,"",2014-07-03,Fort Lupton,CO,40.108,-104.8013
92171,25,"",2014-07-03,San Diego,CA,33.0169,-116.846
02138,10,"",2014-07-03,Cambridge,MA,42.377,-71.1256
94024,100,"",2014-07-03,Los Altos,CA,37.3547,-122.0862
92078,25,"",2014-07-03,San Marcos,CA,33.1193,-117.185
94608,100,"",2014-07-03,Emeryville,CA,37.8365,-122.2804
02135,10,"",2014-07-03,Brighton,MA,42.3478,-71.1566
10025,100,"",2014-07-03,New York City,NY,40.7975,-73.9683
02906,25,"",2014-07-03,Providence,RI,41.8351,-71.3971
98117,50,"",2014-07-03,Seattle,WA,47.6873,-122.3772
60625,10,"",2014-07-03,Chicago,IL,41.9703,-87.7042
07661,25,"",2014-07-03,River Edge,NJ,40.9265,-74.0392
01370,25,"",2014-07-03,Shelburne Falls,MA,42.6022,-72.7391
36608,10,"",2014-07-03,Mobile,AL,30.6817,-88.2945
20910,50,"",2014-07-03,Silver Spring,MD,38.9982,-77.0338
"",10,"",2014-07-03,Normandy park,Wa,,
94028,100,"",2014-07-03,Portola Valley,CA,37.3702,-122.2182
98115,250,"",2014-07-03,Seattle,WA,47.6849,-122.2968
97227,10,"",2014-07-03,Portland,OR,45.5496,-122.6743
11542,25,"",2014-07-03,Glen Cove,NY,40.865,-73.6277
95665,50,"",2014-07-03,Pine Grove,CA,38.4049,-120.6544
94541,100,"",2014-07-03,Hayward,CA,37.674,-122.0894
03743,10,"",2014-07-03,Claremont,NH,43.3679,-72.3422
94704,100,"",2014-07-03,Berkeley,CA,37.8664,-122.257
06830,500,"",2014-07-03,"Greenwich, CT",DC,41.0427,-73.6262
97501,10,"",2014-07-03,Medford,OR,42.2818,-122.9054
94117,500,"",2014-07-03,San Francisco,CA,37.7712,-122.4413
94028,10000,"",2014-07-03,Portola Valley,CA,37.3702,-122.2182
97202,10,"",2014-07-03,Portland,OR,45.484,-122.6365
94610,25,"",2014-07-03,Oakland,CA,37.8126,-122.2443
22302,250,"",2014-07-03,Alexandria,VA,38.8276,-77.0896
02138,250,"",2014-07-03,Cambridge,MA,42.377,-71.1256
20008,25,"",2014-07-03,Washington,DC,38.9363,-77.0599
90260,25,"",2014-07-03,Lawndale,CA,33.8879,-118.351
92801,50,"",2014-07-03,Anaheim,CA,33.8428,-117.9546
20008,25,"",2014-07-03,Washington,DC,38.9363,-77.0599
13090,50,"",2014-07-03,Liverpool,NY,43.1528,-76.2235
19707,25,"",2014-07-03,Hockessin,DE,39.776,-75.6889
95037,250,"",2014-07-03,morgan hill,CA,37.1353,-121.6501
01801,25,"",2014-07-03,Woburn,MA,42.4829,-71.1574
12203,250,"",2014-07-03,Albany,NY,42.7003,-73.8575
84065,250,"",2014-07-03,Riverton,UT,40.4954,-111.9444
33559,10,"",2014-07-03,Lutz,FL,28.1801,-82.4169
49707,50,"",2014-07-03,Alpena,MI,45.079,-83.4602
92027,25,"",2014-07-03,Escondido,CA,33.1388,-117.052
94040,500,"",2014-07-03,Mountain View,CA,37.3855,-122.088
78749,25,"",2014-07-03,Austin,TX,30.2166,-97.8508
13078,100,"",2014-07-03,Jamesville,NY,42.983,-76.0766
98155,100,"",2014-07-03,Shoreline,WA,47.7559,-122.3003
94107,50,"",2014-07-03,San Francisco,CA,37.7621,-122.3971
43081,25,"",2014-07-03,Westerville,OH,40.1146,-82.9105
02806,10,"",2014-07-03,Barrington,RI,41.7443,-71.3175
94115,50,"",2014-07-03,San Francisco,CA,37.7856,-122.4358
98052,25,"",2014-07-03,Redmond,WA,47.6718,-122.1232
27408,50,"",2014-07-03,Greensboro,NC,36.1064,-79.8165
