zip,dollars,timestamp,date,city,state,latitude,longitude
92549,150,"",2014-06-04,Idyllwild,CA,33.7304,-116.7107
02476,25,"",2014-06-04,Arlington,MA,42.4162,-71.1752
11106,100,"",2014-06-04,New York,NY,40.7608,-73.9295
84043,25,"",2014-06-04,Lehi,UT,40.3958,-111.8506
64111,10,"",2014-06-04,Kansas City,MO,39.0565,-94.5929
98103,100,"",2014-06-04,Seattle,WA,47.6734,-122.3426
94518,100,"",2014-06-04,concord,CA,37.9504,-122.0263
75224,1,"",2014-06-04,Dallas,TX,32.7114,-96.8387
30513,10,"",2014-06-04,Blue Ridge,GA,34.8555,-84.3281
90025,20,"",2014-06-04,Los Angeles,CA,34.0447,-118.4487
02130,100,"",2014-06-04,Boston,MA,42.3126,-71.1115
03461,40,"",2014-06-04,Rindge,NH,42.7544,-72.019
11230,200,"",2014-06-04,Brooklyn,NY,40.6225,-73.965
16801,250,"",2014-06-04,State College,PA,40.7925,-77.8523
68502,50,"",2014-06-04,Lincoln,NE,40.7893,-96.6938
27608,100,"",2014-06-04,Raleigh,NC,35.8077,-78.6463
19086,50,"",2014-06-04,Wallingford,PA,39.8871,-75.3721
48617,25,"",2014-06-04,Clare,MI,43.8223,-84.7635
"",100,"",2014-06-04,Calgary,AB,,
90064,25,"",2014-06-04,Los Angeles,CA,34.0353,-118.4259
10003,5,"",2014-06-04,New York City,NY,40.7313,-73.9892
98103,50,"",2014-06-04,Seattle,WA,47.6734,-122.3426
11211,100,"",2014-06-04,Brooklyn,NY,40.7095,-73.9563
98409,20,"",2014-06-04,Tacoma,WA,47.2038,-122.4825
60563,200,"",2014-06-04,Naperville,IL,41.7896,-88.169
85614,100,"",2014-06-04,Green Valley,AZ,31.8543,-111.0003
92130,500,"",2014-06-04,San Diego,CA,32.9555,-117.2252
47978,50,"",2014-06-04,Rensselaer,IN,40.9948,-87.1037
94114,50,"",2014-06-04,San Francisco,CA,37.7587,-122.433
55105,100,"",2014-06-04,Saint Paul,MN,44.9347,-93.1651
97701,100,"",2014-06-04,Bend,OR,44.0928,-121.2936
11706,100,"",2014-06-04,Bay Shore,NY,40.7051,-73.243
94703,100,"",2014-06-04,Berkeley,CA,37.863,-122.2749
84095,100,"",2014-06-04,South Jordan,UT,40.5541,-111.9539
11101,100,"",2014-06-04,Long Island City,NY,40.7446,-73.9345
94305,100,"",2014-06-04,Stanford,CA,37.4236,-122.1619
37656,20,"",2014-06-04,Fall Branch,TN,36.4158,-82.6256
90064,25,"",2014-06-04,Los Angeles,CA,34.0353,-118.4259
55904,100,"",2014-06-04,Rochester,MN,44.0105,-92.3973
88345,10,"",2014-06-04,Ruidoso,NM,33.3474,-105.651
85712,200,"",2014-06-04,Tucson,AZ,32.25,-110.8869
94611,100,"",2014-06-04,Oakland,CA,37.8471,-122.2223
60013,10,"",2014-06-04,Cary,IL,42.2196,-88.2426
94704,15,"",2014-06-04,Berkeley,CA,37.8664,-122.257
83814,20,"",2014-06-04,Coeur d alene,ID,47.6928,-116.785
98075,50,"",2014-06-04,Sammamish,WA,47.5857,-122.0345
00917,20,"",2014-06-04,San Juan,PR,"",""
60640,100,"",2014-06-04,Chicago,IL,41.9719,-87.6624
94610,20,"",2014-06-04,Oakland,CA,37.8126,-122.2443
30606,50,"",2014-06-04,Athens,GA,33.9461,-83.418
10012,1000,"",2014-06-04,New York City,NY,40.7255,-73.9983
94534,250,"",2014-06-04,Fairfield,CA,38.2423,-122.1314
90230,25,"",2014-06-04,Culver City,CA,33.9949,-118.3991
02445,50,"",2014-06-04,Brookline,MA,42.3259,-71.1341
10803,100,"",2014-06-04,Pelham,NY,40.9045,-73.8073
92101,500,"",2014-06-04,San Diego,CA,32.7185,-117.1593
17701,25,"",2014-06-04,Williamsport,PA,41.2667,-76.9583
96001,10,"",2014-06-04,Redding,CA,40.5605,-122.4116
93109,10,"",2014-06-04,Santa Barbara,CA,34.4038,-119.7194
01720,40,"",2014-06-04,Acton,MA,42.4751,-71.4483
97213,5,"",2014-06-04,Portland,OR,45.5373,-122.5987
94941,100,"",2014-06-04,Mill Valley,CA,37.8958,-122.5339
19311,100,"",2014-06-04,Avondale,PA,39.8219,-75.7687
64055,25,"",2014-06-04,MO,MO,39.0545,-94.4039
98136,1000,"",2014-06-04,Seattle,WA,47.5398,-122.3878
94110,100,"",2014-06-04,San Francisco,CA,37.7509,-122.4153
98116,50,"",2014-06-04,Seattle,WA,47.5746,-122.3934
33426,50,"",2014-06-04,Boynton Beach,FL,26.5175,-80.0834
08520,10,"",2014-06-04,East Windsor,NJ,40.2669,-74.525
11249,100,"",2014-06-04,Brooklyn,NY,40.6451,-73.945
10538,25,"",2014-06-04,Larchmont,NY,40.9351,-73.7572
34981,50,"",2014-06-04,"Fort Pierce, Florida",FL,27.4049,-80.3623
28078,100,"",2014-06-04,Huntersville,NC,35.4011,-80.8695
84037,5,"",2014-06-04,Kaysville,UT,41.0375,-111.9326
"",100,"",2014-06-04,los angeles,ca,,
03087,50,"",2014-06-04,Windham,NH,42.8051,-71.3067
60613,200,"",2014-06-04,Chicago,IL,41.9543,-87.6575
97330,25,"",2014-06-04,Corvallis,OR,44.5904,-123.2722
70506,1000,"",2014-06-04,Lafayette,LA,30.2077,-92.0656
22801,500,"",2014-06-04,Harrisonburg,VA,38.4489,-78.8714
95472,500,"",2014-06-04,Sebastopol,CA,38.3941,-122.8433
27949,50,"",2014-06-04,Kitty Hawk,NC,36.0837,-75.6966
15232,20,"",2014-06-04,Pittsburgh,PA,40.4525,-79.9319
94588,200,"",2014-06-04,Pleasanton,CA,37.6873,-121.8957
02143,25,"",2014-06-04,Somerville,MA,42.3829,-71.1028
94109,50,"",2014-06-04,San Francisco,CA,37.7917,-122.4186
94122,75,"",2014-06-04,San Francisco,CA,37.7593,-122.4836
20164,50,"",2014-06-04,Sterling,VA,39.023,-77.3994
07043,20,"",2014-06-04,Upper Montclair,NJ,40.843,-74.2011
94115,100,"",2014-06-04,San Francisco,CA,37.7856,-122.4358
11224,100,"",2014-06-04,Brooklyn,NY,40.5767,-73.9884
11238,20,"",2014-06-04,Brooklyn,NY,40.679,-73.9644
15217,20,"",2014-06-04,Pittsburgh,PA,40.4308,-79.9205
77450,50,"",2014-06-04,Katy,TX,29.745,-95.7326
84015,20,"",2014-06-04,Clearfield,UT,41.1294,-112.0482
53706,250,"",2014-06-04,Madison,WI,43.0769,-89.4094
02143,50,"",2014-06-04,Somerville,MA,42.3829,-71.1028
78130,30,"",2014-06-04,New Braunfels,TX,29.7229,-98.0742
94568,25,"",2014-06-04,Dublin,CA,37.7166,-121.9226
02302,10,"",2014-06-04,Brockton,MA,42.0848,-71.0002
98126,200,"",2014-06-04,Seattle,WA,47.5444,-122.3735
20005,100,"",2014-06-04,Washington,DC,38.9067,-77.0312
29803,50,"",2014-06-04,Aiken,SC,33.5059,-81.6951
94108,400,"",2014-06-04,San Francisco,CA,37.7929,-122.4079
94041,2000,"",2014-06-04,Mountain View,CA,37.3893,-122.0783
11215,100,"",2014-06-04,Brooklyn,NY,40.6669,-73.9828
92011,25,"",2014-06-04,Carlsbad,CA,33.1072,-117.2943
19147,100,"",2014-06-04,Philadelphia,PA,39.9362,-75.1563
49506,80,"",2014-06-04,Grand Rapids,MI,42.944,-85.6213
90038,200,"",2014-06-04,Los Angeles,CA,34.0898,-118.3215
98346,100,"",2014-06-04,Kingston,WA,47.8108,-122.5255
43147,50,"",2014-06-04,PICKERINGTON,OH,39.9061,-82.7563
60137,50,"",2014-06-04,Glen Ellyn,IL,41.8661,-88.0648
02155,10,"",2014-06-04,Medford,MA,42.4173,-71.1087
02420,50,"",2014-06-04,Lexington,MA,42.4563,-71.2166
17777,10,"",2014-06-04,Watsontown,PA,41.102,-76.8532
78732,150,"",2014-06-04,Austin,TX,30.3752,-97.9007
30080,50,"",2014-06-04,Smyrna,GA,33.8796,-84.5023
12180,5,"",2014-06-04,Troy,NY,42.7287,-73.6683
11201,5000,"",2014-06-04,Brooklyn,NY,40.694,-73.9903
44136,30,"",2014-06-04,Strongsville,OH,41.3132,-81.8285
98368,50,"",2014-06-04,PortTownsend,WA,48.104,-122.7945
85255,100,"",2014-06-04,Scottsdale,AZ,33.6968,-111.8892
19803,10,"",2014-06-04,WILMINGTON,DE,39.7994,-75.5317
22101,50,"",2014-06-04,Mc Lean,VA,38.9326,-77.1706
32210,100,"",2014-06-04,Jacksonville,FL,30.2687,-81.7473
94115,50,"",2014-06-04,San Francisco,CA,37.7856,-122.4358
24503,50,"",2014-06-04,Lynchburg,VA,37.4376,-79.205
27401,25,"",2014-06-04,Greensboro,NC,36.0697,-79.7682
95448,5,"",2014-06-04,Healdsburg,CA,38.6184,-122.862
97405,10,"",2014-06-04,Eugene,OR,44.0185,-123.0998
99775,250,"",2014-06-04,Fairbanks,AK,64.8591,-147.8267
66762,100,"",2014-06-04,Pittsburg,KS,37.3951,-94.7105
92127,10,"",2014-06-04,San Diego,CA,33.0279,-117.0856
78704,100,"",2014-06-04,Austin,TX,30.2428,-97.7658
37220,25,"",2014-06-04,Nashville,TN,36.0641,-86.7697
50310,50,"",2014-06-04,Des Moines,IA,41.6255,-93.6736
06907,500,"",2014-06-04,Stamford,CT,41.0942,-73.5203
88061,50,"",2014-06-04,Silver City,NM,32.79,-108.2749
35244,25,"",2014-06-04,Hoover,AL,33.3538,-86.8254
92886,25,"",2014-06-04,Yorba Linda,CA,33.9058,-117.7865
78751,5,"",2014-06-04,Austin,TX,30.3093,-97.7242
98070,100,"",2014-06-04,Vashon,WA,47.4259,-122.4644
94103,10,"",2014-06-04,San Francisco,CA,37.7725,-122.4147
78757,50,"",2014-06-04,Austin,TX,30.3437,-97.7316
02478,100,"",2014-06-04,"Belmont, MA",MA,42.4128,-71.2044
94609,100,"",2014-06-04,Oakland,CA,37.8361,-122.2637
73051,100,"",2014-06-04,Lexington,OK,35.0377,-97.2609
27518,250,"",2014-06-04,Cary,NC,35.7299,-78.7735
98327,30,"",2014-06-04,DuPont,WA,47.0909,-122.6567
19460,100,"",2014-06-04,Phoenixville,PA,40.1267,-75.5272
07417,20,"",2014-06-04,Franklin Lakes,NJ,41.0081,-74.2113
94609,20,"",2014-06-04,Oakland,CA,37.8361,-122.2637
94122,20,"",2014-06-04,San Francisco,CA,37.7593,-122.4836
91354,35,"",2014-06-04,Valencia,CA,34.4466,-118.5374
55408,50,"",2014-06-04,Minneapolis,MN,44.9466,-93.2862
01256,20,"",2014-06-04,Savoy,MA,42.577,-73.0233
90005,500,"",2014-06-04,Los Angeles,CA,34.0585,-118.3012
95135,10,"",2014-06-04,San Jose,CA,37.2974,-121.7562
68502,10,"",2014-06-04,Lincoln,NE,40.7893,-96.6938
92126,20,"",2014-06-04,San Diego,CA,32.9161,-117.1402
94501,25,"",2014-06-04,Alameda,CA,37.7706,-122.2648
32951,25,"",2014-06-04,Melbourne Beach,FL,28.0219,-80.5389
02144,20,"",2014-06-04,Somerville,MA,42.4003,-71.1221
08558,150,"",2014-06-04,Skillman,NJ,40.4173,-74.6938
94901,50,"",2014-06-04,San Rafael,CA,37.9691,-122.5105
10506,500,"",2014-06-04,Bedford,NY,41.1909,-73.6355
59802,100,"",2014-06-04,Missoula,MT,46.9006,-114.0027
95132,200,"",2014-06-04,CA,CA,37.4031,-121.8585
80918,25,"",2014-06-04,Colorado Springs,CO,38.9129,-104.7734
94086,50,"",2014-06-04,SUNNYVALE,CA,37.3764,-122.0238
48840,10,"",2014-06-04,Haslett,MI,42.7531,-84.3989
90045,100,"",2014-06-04,Los Angeles,CA,33.9631,-118.3941
98382,100,"",2014-06-04,Sequim,WA,48.0881,-123.1198
98107,25,"",2014-06-04,Seattle,WA,47.6701,-122.3763
22205,100,"",2014-06-04,Arlington,VA,38.8836,-77.1395
95112,100,"",2014-06-04,San Jose,CA,37.3476,-121.887
97405,25,"",2014-06-04,Eugene OR,OR,44.0185,-123.0998
27707,25,"",2014-06-04,Durham,NC,35.9631,-78.9315
79912,100,"",2014-06-04,El Paso,TX,31.8383,-106.5364
02169,100,"",2014-06-04,Quincy,MA,42.2491,-70.9978
20032,50,"",2014-06-04,Washington,DC,38.8338,-76.9995
94127,100,"",2014-06-04,San Francisco,CA,37.7354,-122.4571
55112,15,"",2014-06-04,Saint Paul,MN,45.0788,-93.1872
16801,21,"",2014-06-04,State College,PA,40.7925,-77.8523
34684,100,"",2014-06-04,Palm Harbor,FL,28.0848,-82.7253
93101,20,"",2014-06-04,Santa Barbara,CA,34.4197,-119.7078
98177,50,"",2014-06-04,Seattle,WA,47.7467,-122.3686
07304,25,"",2014-06-04,Jersey City,NJ,40.718,-74.0754
78732,50,"",2014-06-04,Austin,TX,30.3752,-97.9007
30075,20,"",2014-06-04,Roswell,GA,34.0408,-84.3859
60613,30,"",2014-06-04,Chicago,IL,41.9543,-87.6575
17110,20,"",2014-06-04,Harrisburg,PA,40.303,-76.8862
37212,10,"",2014-06-04,Nashville,TN,36.1337,-86.8006
60626,25,"",2014-06-04,Chicago,IL,42.0095,-87.6689
95403,200,"",2014-06-04,Santa Rosa,CA,38.4822,-122.7473
94804,100,"",2014-06-04,Richmond,CA,37.9265,-122.3342
02140,150,"",2014-06-04,Cambridge,MA,42.3932,-71.1338
75166,50,"",2014-06-04,Lavon,TX,33.0139,-96.4377
02122,100,"",2014-06-04,Boston,MA,42.2966,-71.0552
02145,14,"",2014-06-04,Somerville,MA,42.3907,-71.0929
29154,20,"",2014-06-04,Sumter,SC,33.8821,-80.4028
19602,100,"",2014-06-04,Reading,PA,40.3306,-75.9192
37209,50,"",2014-06-04,Nashville,TN,36.1546,-86.8602
01915,25,"",2014-06-04,Beverly,MA,42.5608,-70.8759
91730,100,"",2014-06-04,Rancho Cucamonga,CA,34.107,-117.5941
34711,10,"",2014-06-04,Clermont,FL,28.5525,-81.7574
90039,20,"",2014-06-04,Los Angeles,CA,34.1121,-118.2594
19382,25,"",2014-06-04,West Chester,PA,39.9441,-75.5882
78749,25,"",2014-06-04,Austin,TX,30.2166,-97.8508
95687,20,"",2014-06-04,Vacaville,CA,38.3482,-121.9538
89012,100,"",2014-06-04,Henderson,NV,36.0119,-115.0433
95060,500,"",2014-06-04,Santa Cruz,CA,37.0313,-122.1198
89012,100,"",2014-06-04,Henderson,NV,36.0119,-115.0433
95014,100,"",2014-06-04,Cupertino,CA,37.318,-122.0449
27101,100,"",2014-06-04,Winston-Salem,NC,36.1024,-80.2228
85211,100,"",2014-06-04,Mesa,AZ,33.4663,-111.8373
11211,150,"",2014-06-04,Brooklyn,NY,40.7095,-73.9563
37354,20,"",2014-06-04,Madisonville,TN,35.4916,-84.3395
94610,25,"",2014-06-04,Oakland,CA,37.8126,-122.2443
98801,100,"",2014-06-04,Wenatchee,WA,47.4253,-120.3273
54727,25,"",2014-06-04,Cadott,WI,44.963,-91.1699
92078,50,"",2014-06-04,San Marcos,CA,33.1193,-117.185
11109,50,"",2014-06-04,Long Island City,NY,40.7454,-73.9575
60123,50,"",2014-06-04,Elgin,IL,42.0376,-88.3186
10025,20,"",2014-06-04,New York,NY,40.7975,-73.9683
90291,100,"",2014-06-04,Venice,CA,33.9938,-118.4635
11570,200,"",2014-06-04,Rockville Centre,NY,40.6637,-73.638
34786,175,"",2014-06-04,Windermere,FL,28.5006,-81.5354
52577,10,"",2014-06-04,Oskaloosa,IA,41.2942,-92.6439
02130,20,"",2014-06-04,Jamaica Plain,MA,42.3126,-71.1115
60056,20,"",2014-06-04,Mt Prospect,IL,42.0624,-87.9377
28787,100,"",2014-06-04,Weaverville,NC,35.7126,-82.5491
70810,10,"",2014-06-04,Baton Rouge,LA,30.3633,-91.0919
94509,100,"",2014-06-04,Antioch,CA,37.9939,-121.8089
90291,100,"",2014-06-04,venice,CA,33.9938,-118.4635
54729,20,"",2014-06-04,Chippewa Falls,WI,44.9587,-91.3195
97239,200,"",2014-06-04,Portland,OR,45.4983,-122.6913
98199,100,"",2014-06-04,Seattle,WA,47.6488,-122.3964
85296,100,"",2014-06-04,Gilbert,AZ,33.3354,-111.7406
04573,25,"",2014-06-04,Coolum Beach,AL,43.9462,-69.5516
94117,100,"",2014-06-04,San Francisco,CA,37.7712,-122.4413
12180,50,"",2014-06-04,Troy,NY,42.7287,-73.6683
33133,50,"",2014-06-04,Miami,FL,25.7378,-80.2248
97229,1000,"",2014-06-05,Portland,OR,45.5483,-122.8276
08520,20,"",2014-06-05,Hightstown,NJ,40.2669,-74.525
52246,50,"",2014-06-05,Iowa City,IA,41.6438,-91.5669
92882,25,"",2014-06-05,Corona,CA,33.8419,-117.6043
94110,100,"",2014-06-05,San Francisco,CA,37.7509,-122.4153
93252,30,"",2014-06-05,Maricopa,CA,35.0384,-119.4077
95065,20,"",2014-06-05,Santa Cruz,CA,37.0089,-121.9849
00001,20,"",2014-06-05,Easthampton, ,"",""
19701,50,"",2014-06-05,Bear,DE,39.6102,-75.6747
85014,100,"",2014-06-05,Phoenix,AZ,33.5103,-112.0556
94901,25,"",2014-06-05,San Rafael,CA,37.9691,-122.5105
98102,100,"",2014-06-05,Seattle,WA,47.6302,-122.321
92691,50,"",2014-06-05,Mission Viejo,CA,33.6128,-117.6622
84103,50,"",2014-06-05,Salt Lake City,UT,40.7776,-111.8749
78731,25,"",2014-06-05,Austin,TX,30.3471,-97.7609
98103,250,"",2014-06-05,Seattle,WA,47.6734,-122.3426
49512,100,"",2014-06-05,Kentwood,MI,42.8802,-85.5352
98683,100,"",2014-06-05,Vancouver,WA,45.6032,-122.5133
42101,30,"",2014-06-05,Bowling Green,KY,37.0174,-86.4518
98125,20,"",2014-06-05,Seattle,WA,47.717,-122.3015
94115,10,"",2014-06-05,San Francisco,CA,37.7856,-122.4358
53204,25,"",2014-06-05,Milwaukee,WI,43.0158,-87.9317
95472,50,"",2014-06-05,Sebastopol,CA,38.3941,-122.8433
98109,50,"",2014-06-05,Seattle,WA,47.6339,-122.3476
94704,100,"",2014-06-05,Berkeley,CA,37.8664,-122.257
94040,50,"",2014-06-05,Mountain View,CA,37.3855,-122.088
32940,25,"",2014-06-05,Melbourne,FL,28.2061,-80.685
90034,10,"",2014-06-05,Los Angeles,CA,34.029,-118.4005
20013,1,"",2014-06-05,Shanghai,DC,38.8933,-77.0146
45246,20,"",2014-06-05,Cincinnati,OH,39.2839,-84.4744
75075,10,"",2014-06-05,"Plano, TX",TX,33.025,-96.7397
93117,20,"",2014-06-05,Goleta,CA,34.4296,-119.8612
02143,10,"",2014-06-05,Somerville,MA,42.3829,-71.1028
20003,30,"",2014-06-05,Washington,DC,38.8829,-76.9895
44691,100,"",2014-06-05,Wooster,OH,40.8094,-81.9483
11963,25,"",2014-06-05,Sag Harbor,NY,40.982,-72.3067
93105,50,"",2014-06-05,Santa Barbara,CA,34.4369,-119.7285
22031,150,"",2014-06-05,Fairfax,VA,38.8604,-77.2649
22046,100,"",2014-06-05,Falls Church,VA,38.8856,-77.1802
98105,1,"",2014-06-05,Seattle,WA,47.6633,-122.3022
84532,20,"",2014-06-05,Moab,UT,38.5677,-109.5271
57108,30,"",2014-06-05,Sioux Falls,SD,43.4775,-96.7041
78701,100,"",2014-06-05,Austin,TX,30.2713,-97.7426
22902,100,"",2014-06-05,Charlottesville,VA,38.0266,-78.4804
90025,25,"",2014-06-05,Los Angeles,CA,34.0447,-118.4487
01020,10,"",2014-06-05,Chicopee,MA,42.1764,-72.5761
94109,100,"",2014-06-05,San Francisco,CA,37.7917,-122.4186
"",100,"",2014-06-05,Oakland,CA,,
10009,20,"",2014-06-05,New York City,NY,40.7262,-73.9796
53719,50,"",2014-06-05,Madison,WI,43.0321,-89.4993
23185,100,"",2014-06-05,Williamsburg,VA,37.2732,-76.7324
21122,50,"",2014-06-05,Pasadena,MD,39.1206,-76.495
22968,10,"",2014-06-05,Ruckersville,VA,38.2586,-78.4074
03766,5,"",2014-06-05,Lebanon,NH,43.6447,-72.2428
94028,20,"",2014-06-05,Portola Valley,CA,37.3702,-122.2182
04330,100,"",2014-06-05,Augusta,ME,44.3232,-69.7665
10025,500,"",2014-06-05,New York City,NY,40.7975,-73.9683
97232,100,"",2014-06-05,Portland,OR,45.5287,-122.6363
28139,250,"",2014-06-05,Rutherfordton,NC,35.3706,-81.9781
02145,50,"",2014-06-05,Somerville,MA,42.3907,-71.0929
11572,100,"",2014-06-05,Oceanside,NY,40.6362,-73.6375
94131,50,"",2014-06-05,San Francisco,CA,37.745,-122.4383
93711,10,"",2014-06-05,Fresno,CA,36.8303,-119.8319
96019,10,"",2014-06-05,Shasta Lake,CA,40.6969,-122.3683
03064,99,"",2014-06-05,Nashua,NH,42.779,-71.4748
94960,25,"",2014-06-05,San Anselmo,CA,37.9846,-122.5711
98226,50,"",2014-06-05,Bellingham,WA,48.7974,-122.4448
98034,500,"",2014-06-05,Kirkland,WA,47.7188,-122.1966
80122,10,"",2014-06-05,"Washington, DC",CO,39.5814,-104.9557
94117,100,"",2014-06-05,San Francisco,CA,37.7712,-122.4413
97361,20,"",2014-06-05,Monmouth,OR,44.8377,-123.2512
11217,10,"",2014-06-05,Brooklyn,NY,40.6816,-73.9798
89128,100,"",2014-06-05,Las Vegas,NV,36.1968,-115.2644
21046,50,"",2014-06-05,Columbia,MD,39.1702,-76.8538
68340,50,"",2014-06-05,Deshler,NE,40.1387,-97.73
43016,50,"",2014-06-05,Dublin,OH,40.0985,-83.1537
90403,1000,"",2014-06-05,Santa Monica,CA,34.0287,-118.4924
80214,300,"",2014-06-05,Lakewood,CO,39.7436,-105.0643
99723,100,"",2014-06-05,Barrow,AK,71.2346,-156.8174
02421,100,"",2014-06-05,Lexington,MA,42.4426,-71.2265
02143,100,"",2014-06-05,Somerville,MA,42.3829,-71.1028
85142,50,"",2014-06-05,Queen Creek,AZ,33.2848,-111.6561
84041,20,"",2014-06-05,Layton,UT,41.0879,-111.9704
11222,25,"",2014-06-05,Brooklyn,NY,40.7272,-73.9498
77018,25,"",2014-06-05,Houston,TX,29.8272,-95.4266
94707,5000,"",2014-06-05,Berkeley,CA,37.8927,-122.2761
22031,50,"",2014-06-05,Fairfax,VA,38.8604,-77.2649
94063,250,"",2014-06-05,Redwood City,CA,37.4815,-122.2091
"",200,"",2014-06-05,APO,AE,,
94002,500,"",2014-06-05,Belmont,CA,37.5174,-122.2927
90713,200,"",2014-06-05,Lakewood,CA,33.8473,-118.1115
19422,100,"",2014-06-05,Blue Bell,PA,40.1576,-75.2799
82520,10,"",2014-06-05,Lander,WY,42.9208,-108.5913
92110,100,"",2014-06-05,San Diego,CA,32.7635,-117.2028
90064,100,"",2014-06-05,Los Angeles,CA,34.0353,-118.4259
91607,100,"",2014-06-05,Los Angeles,CA,34.1672,-118.3989
11364,10,"",2014-06-05,Oakland Gardens,NY,40.7428,-73.7588
94110,50,"",2014-06-05,San Francisco,CA,37.7509,-122.4153
90717,5,"",2014-06-05,Lomita,CA,33.7938,-118.3172
11786,10,"",2014-06-05,Shoreham,NY,40.9485,-72.8927
94085,200,"",2014-06-05,Sunnyvale,CA,37.3886,-122.0177
98227,100,"",2014-06-05,Belliingham,WA,48.8148,-121.9885
59802,15,"",2014-06-05,Missoula,MT,46.9006,-114.0027
31406,50,"",2014-06-05,Savannah,GA,31.989,-81.0979
61438,50,"",2014-06-05,Good Hope,IL,40.5749,-90.6324
94112,100,"",2014-06-05,San Francisco,CA,37.7195,-122.4411
98225,50,"",2014-06-05,"Bellingham, WA",WA,48.749,-122.4887
90066,50,"",2014-06-05,Los Angeles,CA,34.003,-118.4298
94043,100,"",2014-06-05,Mountain View,CA,37.4056,-122.0775
10210,1000,"",2014-06-05,Villiers-le-Bois,0,"",""
94901,25,"",2014-06-05,San Rafael,CA,37.9691,-122.5105
98045,250,"",2014-06-05,North Bend,WA,47.4755,-121.7571
49418,100,"",2014-06-05,Grandville,MI,42.8939,-85.7619
08232,25,"",2014-06-05,Pleasantville,NJ,39.3876,-74.5149
59715,100,"",2014-06-05,Bozeman,MT,45.6693,-111.0431
85653,50,"",2014-06-05,Marana,AZ,32.4047,-111.2736
98104,100,"",2014-06-05,Seattle,WA,47.6036,-122.3256
89053,50,"",2014-06-05,Henderson,NV,35.9279,-114.9721
48640,50,"",2014-06-05,Midland,MI,43.6376,-84.268
07660,100,"",2014-06-05,Ridgefield Park,NJ,40.8562,-74.023
19526,35,"",2014-06-05,Hamburg,PA,40.5488,-75.9874
02143,200,"",2014-06-05,Somerville,MA,42.3829,-71.1028
11217,100,"",2014-06-05,Brooklyn,NY,40.6816,-73.9798
23320,100,"",2014-06-05,Chesapeake,VA,36.7352,-76.2384
60611,50,"",2014-06-05,Chicago,IL,41.8971,-87.6223
80030,20,"",2014-06-05,Westminster,CO,39.8302,-105.037
79413,20,"",2014-06-05,Lubbock,TX,33.5466,-101.8871
77079,100,"",2014-06-05,Houston,TX,29.7738,-95.598
48108,50,"",2014-06-05,Ann Arbor,MI,42.2328,-83.7015
11103,50,"",2014-06-05,Queens,NY,40.7627,-73.9149
66611,25,"",2014-06-05,Topeka,KS,39.0142,-95.6982
98115,25,"",2014-06-05,Seattle,WA,47.6849,-122.2968
06851,50,"",2014-06-05,Norwalk,CT,41.1323,-73.4058
60660,50,"",2014-06-05,Chicago,IL,41.9909,-87.6629
32937,100,"",2014-06-05,Satellite Beach,FL,28.178,-80.602
48302,50,"",2014-06-05,Bloomfield Hills,MI,42.5848,-83.2821
84078,250,"",2014-06-05,Vernal,UT,40.4406,-109.5469
20816,500,"",2014-06-05,Bethesda,MD,38.9585,-77.1153
92116,25,"",2014-06-05,San Diego,CA,32.7624,-117.1242
02446,30,"",2014-06-05,Brookline,MA,42.3431,-71.123
80212,100,"",2014-06-05,Denver,CO,39.7683,-105.0493
20815,25,"",2014-06-05,Chevy Chase,MD,38.978,-77.082
19147,20,"",2014-06-05,Philadelphia,PA,39.9362,-75.1563
84092,50,"",2014-06-05,Sandy,UT,40.5834,-111.7467
13320,50,"",2014-06-05,Cherry Valley,NY,42.7823,-74.7444
60622,5,"",2014-06-05,Chicago,IL,41.9019,-87.6778
01845,50,"",2014-06-05,North Andover,MA,42.6826,-71.109
90064,100,"",2014-06-05,"Palm Springs, CALos Angeles",CA,34.0353,-118.4259
33606,100,"",2014-06-05,Tampa,FL,27.9306,-82.4653
20121,50,"",2014-06-05,Centreville,VA,38.8195,-77.4558
02465,100,"",2014-06-05,West Newton,MA,42.3492,-71.2267
02139,100,"",2014-06-05,Cambridge,MA,42.3647,-71.1042
43202,25,"",2014-06-05,Columbus,OH,40.0201,-83.0118
94520,20,"",2014-06-05,Concord,CA,37.9823,-122.0362
94131,500,"",2014-06-05,San Francisco,CA,37.745,-122.4383
35203,20,"",2014-06-05,Birmingham,AL,33.521,-86.8066
55112,100,"",2014-06-05,Arden Hills,MN,45.0788,-93.1872
60611,200,"",2014-06-05,Chicago,IL,41.8971,-87.6223
10024,25,"",2014-06-05,New York City,NY,40.7864,-73.9764
"",50,"",2014-06-05,Brunswick,ME,,
06371,25,"",2014-06-05,Old Lyme,CT,41.3347,-72.3086
92705,10,"",2014-06-05,Santa Ana,CA,33.754,-117.7919
04645,100,"",2014-06-05,"Isle au Haut, ME",ME,44.0561,-68.6206
10009,100,"",2014-06-05,New York,NY,40.7262,-73.9796
67203,20,"",2014-06-05,Wichita,KS,37.7048,-97.3638
93728,25,"",2014-06-05,Fresno,CA,36.7581,-119.8113
94107,100,"",2014-06-05,San Francisco,CA,37.7621,-122.3971
11217,20,"",2014-06-05,Brooklyn,NY,40.6816,-73.9798
22202,25,"",2014-06-05,Arlington,VA,38.8565,-77.0592
98004,50,"",2014-06-05,Bellevue,WA,47.6155,-122.2072
80212,20,"",2014-06-05,Denver,CO,39.7683,-105.0493
